job_title,company_name,experience,salary,location,key_skills,about_company,job_descriptio
NA,NA,NA,NA,NA,"Key Skills
GCPBigquery
clouderapythonjavaMapreducehadoopHbaseClou
Skills highlighted with ‘‘ are preferred keyskills","Company Profile
HCL Technologies
HCL Technologies Limited
Company Info",NA
Data Engineer: Data Modeling,IBM4.2(14687 Reviews),2 - 5 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
Business analysisData modelingAgileTeradataMonitoring
Conflict resolutionProgrammingSQL scriptingUnix shell scriptingPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
IBM has been present in India since 1992. IBM India's solutions and services span all major industries including financial services, healthcare, government, automotive, telecommunications and education, among others. As a trusted partner with wide-ranging service capabilities, IBM helps clients transform and succeed in challenging circumstances.

IBM has been expanding its footprint in India - and has a presence in over 200 cities and towns across the country - either directly or through its strong business partner network. IBM India has clearly established itself as one of the leaders in the Indian Information Technology (IT) Industry - and continues to transform itself to align with global markets and geographies to grow this leadership position. Widely recognised as an employer of choice, IBM holds numerous awards for its industry-leading employment practices and policies.

The diversity and breadth of the entire IBM portfolio of research, consulting, solutions, services, systems and software, uniquely distinguishes IBM India from other companies in the industry.

To know more about business units at IBM India, click on the “About Us” link above.
Company Info
AddressSA , No.12,,Subramanya Arcade,Bannerghatta Road,Ba, BANGALORE, Karnataka, India","Your Role and Responsibilities
Mentor or coach for scrum teams
Expert into Agile Scrum principals, Task meeting/Retrospective
Proven in Relative estimation, Story-based development
Proficient in leading Iteration/sprint planning meeting, Conflict Resolution
Strong into Business Analysis planning and monitoring, Enterprise Analysis, Requirement management and communication
Provide objective guidance without personal or political considerations
Experienced in implementing agile techniques in different cultures and environments
Focus on people and Improvement by providing team a platform for improving not only during the retro but all the time. Create a safe environment for healthy conflict and meaningful collaboration.
Experience to provide training to the team on the agile methodologies
Implement the winning strategy according as per the ground conditions.
Agile processes in each sprint at user story level as per the Definition of Done (DoD).
Successfully run agile projects of varying size and complexity
Identify project risks and raise them dedicatedly
Agile process during the project execution; (on the ground to answer all the questions immediately).
Required Technical and Professional Expertise
Hadoop, Hive, Spark / PySpark, SQL, Oozie
Data Modelling in Hive
Programming Languages: Java / Python / Scala
Should have done micro / macro designing
Familiar with Unix Commands and basic work experience in Unix Shell Scripting
Data Modeling SQL Scripting (Teradata), BDW Data modelling
Excellent communication skills
Excellent client facing skills"
Senior Infrastructure Engineer,Wells Fargo4.2(3141 Reviews),5 - 8 years,Not Disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Key Skills
MavenCloud computingGITConfiguration managementJavascriptApplication developmentAgile methodologyJIRAMonitoringPython","About Company
Wells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with $1.9 trillion in assets. Wells Fargos vision is to satisfy our customersfinancial needs and help them succeed financially. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, investment and mortgage products and services, as well as consumer and commercial finance, through 8,050 locations, 13,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in 38 countries and territories to support customers who conduct business in the global economy. With approximately 265,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 26 on Fortunes 2018 rankings of Americas largest corporations. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories.
Company Info
Websitehttps://wf.wd1.myworkdayjobs.com/en-US/WellsFargoJobs/job/Bengaluru-India/Senior-Infrastructure-Engineer_R-169949","Lead or participate in high level technical concepts spanning technology and business
Develop specifications for complex infrastructure systems, design and test solutions
Contribute to the testing of business, application and technical infrastructure requirements
Drive solutions to reduce recovery
Review and analyze solutions for cloud security, secrets management and key rotations
Design, code, test, debug and document programs using Agile development practices
Design complex system upgrades
Resolve troublesome trends as they develop
Develop a long range plan designed to resolve problems and prevent them from recurring
Direct the daily risk and control flow of operations, focusing on policies, procedures and work standards to ensure success
Collaborate and consult with peers, colleagues and managers to resolve issues and achieve goals

Required Qualifications, US:
4+ years of Technology Infrastructure Engineering and Solutions experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education

Required Qualifications, International:
Experience in Technology Infrastructure Engineering and Solutions, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education
Develop Ansible artifacts, troubleshoot issues and work on implementing configuration management.
Develop Ansible playbooks and modules.
Define and setup the process for managing automation playbooks around DevOps and Resiliency.
Administer Ansible infrastructure, perform maintenance and configuration
2+ years of experience with scripting (i.e. JavaScript, Groovy, Python, Bash, etc.) and working from the command line.
Design, develop, and implement test automation with Ansible.
Good understanding of Git, Jira and Confluence.
Comfortable with frequent, incremental code, testing and deployment.

Desired Qualifications:
Experience on application development experience (JAVA / .Net ) and L2/L3 support will be beneficial
Should be well versed and have firsthand work experience with AGILE methodology
Experience on CICD toolchains and pipeline configurations - Jenkins, UCD, Artifactory, Nexus
Knowledge and understanding of Cloud computing, PaaS design principles and micro services and containers
Development of standards and best practices including: CI/CD, Quality Gates, Controlled Deployment,
Experience with Build tools like Maven or Gradle

Job Expectations:
Keep abreast with new tools / technologies and providing recommendations for process improvements
Must have ability to develop understanding of the application architecture
Must have attention to detail, a commitment to Quality and be business focused.
Strong presentation and training skills."
Scala/Spark Developer - Big Data Systems,Pearl Consulting Services,4 - 9 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
Scala
AirflowData PipelineRedisMongoDBETLHBasePython
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","Job Description :

- Bachelors degree in fields of Computer Science, Statistics or an equivalent

- Should have 3+ years of Experience on SCALA, Spark.

- Candidate must have experience on development projects of Hadoop, Spark with a Tool of Airflow.

- Should have experience working with big data systems

- Should have experience in working with Hadoop, Spark, Hive.

- Should have experience working with either of the No SQL database - HBase, MongoDB, Redis.

- Should have the ability to design and build big data pipelines

- Should have proficiency in coding in Python or Scala.

-Should have experience with command-line scripting - automating jobs, managing services.

- Should have experience in deploying workloads in a production environment, troubleshooting defects, improving performance

- Should possess good communication skills and ability to interact with Customers

- Must have Experience on Hadoop, Airflow, DWH, Data Cubes, Data Marts, ETL, SQL, AWS (XML and JSON with spark can also be considered)"
Senior Angular Developer,Vichara Technologies3.5(31 Reviews),7 - 12 years,"₹ 18,00,000 - 32,50,000 P.A.","Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR","Key Skills
AngularjsjavascriptAngularasp.netReact.Js
c#MVVMMVPag-gridNode.JsSSISWPFsql serverjqueryAzure Data FactoryFull-Stack NetAzure Functionsfull stackweb apiReactjs WorkflowsWCFReact NativeangPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
We are a technology firm specialising in building multi million dollar systems for large hedge funds and banks with offices in New York, Los Angeles, Bogota, London, Gurgaon, Pune.
Company Info
Websitehttp://www.vichara.com","As part of the Investment Technology Team
Developing investment banking application UI using Angular, C#, .Net, React, WCF, SQL, ASP.NET, Web API, JavaScript, jQuery, etc
develop integrations using REST API and SQL

Required Candidate profile
3+ years in Angular including data grids ( ag grid)
Hands on experience with ASP.NET, HTML5, CSS, Jquery etc
Cloud skills preferred (Azure and AWS)."
Embedded Security Senior Developer @Top MNC Anywhere in India,SRS Infoway4.1(28 Reviews),4 - 9 years,Not Disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)View More","Key Skills
Cyber SecurityLinuxEmbedded Software DevelopmentPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
SRS Infoway
Company Info
AddressSRS Infoway","Mandatory Skill : 4 - 5 Years experience in automotive domain, 2 years experience in cyber security, C++, Linux, Python, Network Security protocols, Yocto & Cross compilation"
Senior Web Developer,The Dollar Business3.0(25 Reviews),5 - 10 years,Not Disclosed,Hyderabad,"Key Skills
jQueryCodingMySQLWeb developmentJavascriptPHPHTMLJSONSQLPython","About Company
Vimbri Media Pvt. Ltd
Company Info
Websitehttps://www.thedollarbusiness.com/careers","Job Description
Minimum of 5 years experience in web development and coding within a cross disciplinary environment.
Experience building websites and web applications.
Knowledge of the full web development life cycle from requirements to launch.
Dedicated to learning and adopting new technology.
Expert in PHP, Codeignitor, No-Sql, Mysql.
Good experience in Python.
Having min.of 2-3 projects experience with python.
Good experience in JQuery, JavaScript.
Good knowledge of HTML, CSS.
Better to have strong experience in handling of REST API, JSON format.
Solid understanding of navigation and GUI for maximizing usability.
A natural stickler for deadlines and quality.
Be responsible for entire look, feel and functionality of Vimbri Medias web properties.
Work closely with different stakeholders to both develop detailed specification documents with clear project deliverables and timelines, and to ensure timely completion of deliverables.
Develop new pages and functionality as per the business demand.
Establish coding guidelines and provide technical guidance to other team members.
Develop innovative, reusable web-based tools for activism and community building.
Maintenance and administration of website file repository
Handle website deployment and build process.
Establish new visual design standards within the organization."
Senior Clinical Database Developer,Novartis Healthcare4.1(1406 Reviews),5 - 10 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
SASVB SCRIPTEDCGCPConflict resolutionDatabaseData collectionAnalyticsDownstreamPython","About Company
Novartis is reimagining medicine to improve and extend peoples lives. As a leading global medicines company, we use innovative science and digital technologies to create transformative treatments in areas of great medical need. In our quest to find new medicines, we consistently rank among the worlds top companies investing in research and development. Novartis products reach nearly 1 billion people globally and we are finding innovative ways to expand access to our latest treatments. About 125 000 people of more than 140 nationalities work at Novartis around the world.
Company Info
Websitehttps://www.novartis.in/careers/career-search/job-details/347513BR","Minimum requirements 5 years of experience in setup of clinical databases/Data Warehouse using RAVE or OC-RDC or LSH. Excellent interpersonal and written and oral communication skills, with the ability to effectively communicate cross-functionally

Advanced technical skills: a. Expert knowledge of EDC - Medidata RAVE preferred b. Excellent understanding of relational databases c. Microsoft Office Suite d. Knowledge of other programming languages such as SQL, PL/SQL, VBscript, SAS, C# or Java preferred e. Experience in Custom Functions is an added advantage.

Demonstrated ability to consistently produce detailed, high quality deliverables in a team environment. Excellent problem-solving, project management negotiation and conflict resolution skills
Good understanding of Drug Development Process, ICH-GCP and Health Authority Guidelines Regulations.
Ability to mentor within Clinical Sytems and cross functionally, and coordinate internal and external training.
Ability to effectively lead and contribute to initiatives requiring Clinical Database acquisition tools and design expertise.
Excellent planning, resource and project management skills.Working knowledge of relevant industry standards including CDASH and SDTM is preferred"
Data Scientist / Research Analyst,Franklin Templeton4.3(532 Reviews),2 - 6 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
CodingFixed incomeFinancial riskInvestment managementMedical insuranceData miningFinancial servicesInvestmentSQLPython","About Company
Franklin Resources, Inc. is a global investment management organization known as Franklin Templeton Investments. We are dedicated to one goal: delivering exceptional asset management for our shareholders
Company Info
Websitehttps://franklintempleton.wd5.myworkdayjobs.com/Primary-External-1/jobsHyderabad-Telangana-India/Data-Scientist---Research-Analyst_846195","What are the ongoing responsibilities of the Data Scientist
Engaging Portfolio Managers in investment team meetings; present and share investment ideas, insights, and results
Selecting/creating features from raw data, and building/optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending the data used in modeling with third party sources of information
Processing, cleaning, and verifying the integrity of data used for analysis
Conducting ad-hoc analysis and presenting results in a clear manner
Creating automated data consistency checks (e.g., between live/historical data) and unit testing techniques to ensure ongoing model performance
Building, deploying, and maintaining ML models in cloud environment. #MID_SENIOR_LEVEL
What ideal qualifications, skills experience would help someone to be successful
Bachelors or master s with 2-6 years of coding and data science experience
Prior experience in Investment Management / Financial Services / FinTech is good to have.
Experience in Fixed Income Modeling/Quant (or) Research Experience in US Securitized Products or Consumer Credit is a plus
Professional certifications such as Certified Financial Analyst (CFA), Financial Risk Manager (FRM), or Chartered Alternative Investment Analyst (CAIA) are preferred
Requires advanced skills in Python- especially Pandas
Must be able to produce code in Python at a rapid rate
Experience with supervised/unsupervised machine learning techniques, especially tree-based algorithms, and k-means clustering. Neural networks experience is a plus, especially with RNNs and CNNs
Experience modeling and making sense of complex systems
Must have at least 2+ years of coding experience.
The applicant must have a strong underlying coding ability
Must have strong applied statistics skills, such as understanding of distributions, hypothesis testing, and probability
Great communication skills and experience with data visualization tools in Python
Proficiency in SQL is a plus. Must be able to write basic queries at minimum
Experience with high performance computing is a plus (e.g. cluster computing on Azure with Spark/Hadoop)
Masters/PhD in a quantitative discipline is a plus, but is not required"
Lead Developer/Software Architect - AI/ML Algorithms,Altimax Business Solutions,5 - 10 years,Not Disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru (WFH during Covid)","Key Skills
ML Algorithms
RSoftware architectureArtificial IntelligenceAIAlgorithm developmentMachine LearningMATLABOptimizationPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","HIRING FOR OUR CLIENT - LEADING TECHNOLOGY COMPANY

Experience Level : 5-10 years

Work Location : Pune/Mumbai/Hyderabad/Bangalore (Currently WFH)

Desired Competencies (Technical/Behavioral Competency) :

- Relevant strong experience in Optimization, Algorithm development, Software architecture & AI & ML

- Strong experience in algorithm development and should be expert in algorithm implementation and its analysis

- Should be skilled in abstracting the problems from various domains, strong in mathematics and computational engineering

- Hands-on experience in Python / R / MATLAB especially in solving Machine learning /optimization / Uncertainty analysis problems

- Client interface exposure

Responsibility of/Expectations from the Role :

- Develop the algorithms and implement the same for domain under consideration

- Identify the right algorithm to carry out the pre & Post processing of data

- Identify the parameters of interest using the right algorithm

- Build, Validate model and deploy in the required environment"
Devops Developer,Kiash solutions,10 - 12 years,Not Disclosed,"Hyderabad/Secunderabad, Pune, Coimbatore, Bangalore/BengaluruView More","Key Skills
DevopsC-I/T/D/M
GitHubBamboo or JenkinsGroovyGrafanaContinuous TestingShellDockerSeleniumAWSPythonBitBucketArtifacortyPerlCX InfrastructureInfrastructure Automation ToolsMS AzureGitGCPLXCInfluxDBNagiosSplunkKubernetes
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","* Experience with developing & implementing DevOps Solutions
CX Infrastructure, Tool evaluation and Costing
* Anchor Continues Improvement
* Comprehensive Knowledge of C-I/T/D/M,
* Continuous Integration Skills - Version control, builds, and remediation.
* Tenets and best practices of Continuous Testing (CT)
Cloud platforms, their services - like MS Azure, AWS, GCP
* DevOps / CX Tools - Git, GitHub, BitBucket, Artifacorty, Selenium, Docker, LXC, Nagios, Splunk, Bamboo or Jenkins, Kubernetes, Grafana, InfluxDB
* Infrastructure Automation Tools - Chef, Ansible, Saltstack, Puppet, etc (Infrastructure As Code)
* Software Security Skills
* Scripting & Language Skills - Python, Groovy, Shell, Perl

* Certification in any cloud based services such as Azure/AWS/GCP would be an added advantage

Exp -5-12 years"
Pyspark Developer,cliqhr.com,4 - 6 years,Not Disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Key Skills
Pyspark
codingHQLRDBMSTechnical DesignAWSPythonSQL
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","Well versed with AWS Services (Lambda/Glue using Pyspark), Data Lake Architectural Concepts, Data Model experience
1. Should be proficient in spark coding and spark architecture
2. Should be good in spark optimizations
3. Should have good hands-on experience in Spark Development using Python
4. Should have good proficiency with AWS services such as (Lambda, s3, Glue, Kinesis, Cloud Watch, Step Functions)
1. Should have at least 3 years of experience in writing and tuning SQL/no SQL/HQL
2. Should have good understanding of RDBMS/RDS and high performance cloud databases like Redshift and able to create normalized and dimensional models
3. Experience in gathering requirements and translating to Technical Design
4. Support client team with UAT and assist operations team with code deployment (provide technical documentation as required)
5. Provide status to team leads and attend scheduled calls"
Pyspark Developer,cliqhr.com,4 - 6 years,Not Disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Key Skills
Pyspark
s3RDSHQLDeveloperCloud WatchStep Functionsno SQLSQLData ModelGlueKinesisRDBMSTechnical DesignAWSLambdaSpark DevelopmentPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","Well versed with AWS Services (Lambda/Glue using Pyspark), Data Lake Architectural Concepts, Data Model experience
1. Should be proficient in spark coding and spark architecture
2. Should be good in spark optimizations
3. Should have good hands-on experience in Spark Development using Python
4. Should have good proficiency with AWS services such as (Lambda, s3, Glue, Kinesis, Cloud Watch, Step Functions)1. Should have at least 3 years of experience in writing and tuning SQL/no SQL/HQL
2. Should have good understanding of RDBMS/RDS and high performance cloud databases like Redshift and able to create normalized and dimensional models
3. Experience in gathering requirements and translating to Technical Design
4. Support client team with UAT and assist operations team with code deployment (provide technical documentation as required)
5. Provide status to team leads and attend scheduled calls"
C++ with Unix Developers,cliqhr.com,1 - 3 years,Not Disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Key Skills
C++
PGWSGWpythonMMEPL SQlSGSNSQLUNIXDIAMETERRADIUSLinuxTCP/IPGGSNperlDB
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","Should have hands on exp in C++ with linux/unix shell Scripting with Development exp exposure to PL SQl or SQL with DB Knowledge Solid hands on experience in C++.

- Excellent debugging skills and familiarity using tools like GDB.

- Working experience with Linux or other UNIX systems.

- Strong understanding and working knowledge of TCP/IP protocols.

- Experience in billing protocols like DIAMETER, RADIUS is desirable

- Experience in credit control and charging applications is desirable.

- Experience in 3GPP EPC nodes development like SGW/SGSN/PGW/GGSN/MME etc. is desirable.

- Scripting knowledge in python, perl is desirable."
Qlikview developer,cliqhr.com,3 - 6 years,Not Disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/BengaluruView More","Key Skills
Qlikview
UnixPowerShellproblem solvingSQLPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","Required :

Strong QlikView development skills
Strong analytical and problem solving skills
Decent level of SQL skills
Nice to have :

QlikView administration
QlikSense development and administration
Automation ( Unix, PowerShell, Python)"
Node JS Developer,cliqhr.com,3 - 8 years,Not Disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Key Skills
Node JS
DockerJavaScriptNode JS DeveloperMongoDBPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","Bachelor's degree in computer science, information science, or similar.
• Knowledge of JavaScript, web stacks, libraries, and frameworks.
• Knowledge of front-end technologies such as HTML5 and CSS3.
• Superb interpersonal, communication, and collaboration skills.
• Exceptional analytical and problem-solving aptitude.
• Great organizational and time management skills.

Required Skills:

• NodeJS
• Database development experience (MongoDB)
• Willingness to learn IBM Node-RED
Nice to have skills:
• IBM Node-RED
• Python (pandas)
• Kibana
• Docker & Kubernetes"
Embedded C++ Developer - RTOS,Corner Tree Consulting,5 - 7 years,Not Disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/BengaluruView More","Key Skills
BluetoothAPISDK
Embedded SystemRTOSJavaEmbedded CCANC++WiFiPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
Corner Tree Consulting was incorporated in the year 2018 by thinkers and innovators who were determined to reimagine the way IT outsourcing decisions are made.We are passionate about helping businesses leverage IT as a strategic asset.
Empowered by technology expertise, unwavering focus, and flawless execution capabilities, we bring quality over quantity and deliver remarkable experiences.
Company Info
Address.","Education : Bachelor of Science Degree in Computer Science, Electrical Engineering or other closely related field.

Experience andor Training :

- 5+ years developing software.

- Hands on programming experience with C C++, Java, or Python.

- Embedded

- Experience developing and documenting SDK's, API's and product configuration tools.

- Programming in Real Time Operating System environments (RTos)

- Experience with automotive, mobileoff-road, construction equipment is a plus.

- CANJ1939 experience is a plus.

- Wireless experience is plus (WiFi, BT)

LicensesCertificates :

TechnologyEquipment : Basic electronic test equipment such as oscilloscopes, DVM's, power supplies, logic analyzers. Familiarity with MS Office products"
ETL Developer - Informatica / SQL,4 Bell Technology,5 - 10 years,Not Disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Delhi / NCR, Bangalore/BengaluruView More","Key Skills
ETL
JavaElasticsearchETL DeveloperInformaticaSQLPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
4Bell Technology provides Staffing and Technology Solution services to enterprise customers. Headquartered in Noida, India, we serve companies ranging from innovative startups to Fortune 500 companies.
We deliver top talent to our clients by combining the use of the latest technology with the subject-matter expertise that our seasoned team of recruiters bring to the process. With the integration of smart sourcing tools, machine learning and AI/Artificial Intelligence into our screening process across the organization; we evaluate a large volume of candidates to find the most suitable talent.
Company Info
Address.","5 -10 years of industry experience
Main requirements for this position:
Informatica Developer - a Must (rather than Informatica Power Center)
Experience with coding in Java and Python Required (any other scripting language as an alternative)
Experience with unstructured data read and write JSON files and Elastic search (Kibana) Required
SQL capabilities Required."
We have an urgent opportunity GoLang Developer,Talific Consulting Services Pvt. Ltd.,5 - 8 years,"₹ 9,00,000 - 19,00,000 P.A.","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCRView More (WFH during Covid)","Key Skills
Microservices architectureGoLang
Scrum AgileJavaHudsonelastic stackPrometheusGrafanaJenkinsSwarmAnsibleagile methodologiesCICDlogging frameworksterraformMarathonPythonKubernetes
Skills highlighted with ‘‘ are preferred keyskills","About Company
leading company
Company Info
Addressleading company","Dear Candidate,

Greetings!!

We have an opportunity for Java Developer with one of the leading IT software development company having an presence in all over the world.

Position- Java Developer/Lead

Skills Required(Must to have)-Java,Mircoservice Architecture(MSA)

If interested please share your resume on the given mail id with below mentioned details:-
Due to privacy it is removed it

Total Experience
Relevant Experience
Current CTC
Expected CTC
Offer(If Any)
Notice Period
Current Location
Preferred Location

Thanks & Regards,
Anamika Chauhan
7456805561"
We have an urgent opportunity GoLang Developer,Talific Consulting Services Pvt. Ltd.,5 - 8 years,"₹ 9,00,000 - 19,00,000 P.A.","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCRView More (WFH during Covid)","Key Skills
Microservices architectureGoLang
Scrum AgileJavaHudsonelastic stackPrometheusGrafanaJenkinsSwarmAnsibleagile methodologiesCICDlogging frameworksterraformMarathonPythonKubernetes
Skills highlighted with ‘‘ are preferred keyskills","About Company
leading company
Company Info
Addressleading company","Dear Candidate,

Greetings!!

We have an opportunity for Java Developer with one of the leading IT software development company having an presence in all over the world.

Position- Java Developer/Lead

Skills Required(Must to have)-Java,Mircoservice Architecture(MSA)

If interested please share your resume on the given mail id with below mentioned details:-
Due to privacy it is removed it

Total Experience
Relevant Experience
Current CTC
Expected CTC
Offer(If Any)
Notice Period
Current Location
Preferred Location

Thanks & Regards,
Anamika Chauhan
7456805561"
Java Developer,NIXSOL INDIA PRIVATE LIMITED,1 - 6 years,Not Disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","Key Skills
Java
MavenHibernateJAXBAmazon Web ServicesOOADCassandraNoSQL database technologyJSONJ2EEJAX-WSSpringTest Driven DevelopmentJAX-RSJava 8MicroservicesRabbit MQGitCeleryMySQLMongoDBPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
NIXSOL INDIA PRIVATE LIMITED
Company Info
Address.","Roles and Responsibilities

Understanding of the threading limitations of Python, and multi-process architecture.
Knowledge of web service technologies such as JAX-RS, JSON, JAXB, JAX-WS, and WSDL
Familiarity with event-driven programming in Java-8
Experience in working on Amazon Web Services (AWS) environments
Good understanding of OOAD (Object Oriented Architecture & Design), object-oriented web development.
1+ years in NoSQL database technology for instance MongoDB or Cassandra
1+ years of experience in delivering scalable service based architectures.
Experience of Test Driven Development or Behaviour Driven Development.
Experience of working in Agile development environment

Desired Candidate Profile

Important skill (Java 8, Microservices, Muktithreading )

Java J2EE
JAVA based frameworks e.g. Spring ( IOC, DI, Security, Transaction) , Hibernate, Maven
MySQL / MongoDB
Rabbit MQ, Celery
Git
Knowledge of CI/CD processes. (Notice Period: 15 days (or) immediate )

Required Candidate profile

5 + Years experience
If interested please send your updated profile along with below mentioned details:
Full Name
Current Ctc -
Expected Ctc -
Over all Exp -
Relevant Experience -
Notice Period -
Reason for Change"
Alteryx Developer,TRH Consultancy Services,11 - 15 years,Not Disclosed,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi / NCRView More","Key Skills
DWETL ToolsAlteryx
DB DesignPL-SQLPERLInformaticaPythonSQL
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","At least 3+ years' experience in industry standard ETL tools Informatica
- Working experience in Informatica PWX would be added advantage
- Data warehousing concepts : Must have good understanding of DW and ETL concepts-
- Database : Hands on experience with SQL/PL-SQL, DB design, stored procedures index.
- UNIX experience : Basic understanding of UNIX and shell commands is required,
- Shell scripting and PERL and Python experience is a plus.
- Good understanding of CDC and how to implement
- Work with Informatica or third party scheduler

Non-Technical Skills desired Ability to multi-task and work against deadlines/priorities.
- A sense of ownership and desire to take on an expanded role over time.
- Eager to work with new technologies and apply them towards enterprise-level data solutions
- Capable of working with a global team and thriving in a team development environment
- Advanced problem solving skills and the ability to deal with real world business issues"
Full Stack Developer,Jigya Software Services (P) Ltd5.0(4 Reviews),3 - 7 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
Computer scienceFront endXMLDjangoPAASHTMLProduct designOperationsSQLPython","About Company
Jigya Software Services (P) Ltd
Company Info
Websitehttps://www.jigya.com/join-us/?job_id=z5G7h3l6a1kMvyS65NP3c0H_pGQF1kofMjKHLHmmtBY=","KEY TASKS AND ACCOUNTABILITIES
Working with business and operational teams and across the capability areas, contributing to the development and maintenance of products and solutions Developing state of the art best practices in the team
Leading product development,sparring with product owners and business SMEs Developing front end and back-end applications on node.js react tech stack
Seeing through a project from conception to finished product
Designing, developing, and integrating APIs
Code Reviews within an agility focused iterative development approach
Staying abreast of developments in web applications and programming languages
Being accountable for delivering quality software quickly, reliably, and safely to production and taking ownership for the product design and delivery
Breakdown and analyze complex workflows and systems, identify inefficiencies/areas for improvement, and define solutions to improve the client experience
Scouting market for latest technical developments and bringing state of the art capabilities into the team
Provide early visibility and mitigation to technical challenges through the journey
2. QUALIFICATIONS, EXPERIENCE, SKILLS
Must Have: Software: Node JS, React JS, Azure Devops, REST API, Azure B2C/B2B Cloud Architecture: MS Azure, O365, Azure Functions, Logic Apps, App Services, PaaS SQL Frameworks: Expertise with popular python libraries (pandas, numpy etc), Good knowledge of designing and querying SQL Databases, Proficiency with fundamental front-end languages such as HTML, XML, CSS and JavaScript, Bootstrap/MaterialUI/FluidUI Good to have: Expertise in at least one popular Python framework (like Django, Flask or Pyramid), Expertise in OOP concepts Expertise with Dot NET Framework/Dot NET Core Bachelors or Masters degree in Software/Computer Engineering, Computer Science or related field, or comparable relevant experience.
3. COMPETENCIES
Behavioral Competencies: Complex problem solving analyticalskills Solution Mindset Multitasker Good Communication Skills Takes ownership and makes effective decisions Planned and organized Interpersonal Expertise: Resolves conflicts constructively Respect for others differing views Supports diversity and understand others’ perspectives Communicates effectivel"
Fullstack Software Developer,Gwiz Academy,4 - 8 years,"₹ 5,50,000 - 9,00,000 P.A.",Hyderabad/Secunderabad,"Key Skills
Rest Api IntegrationJavascriptPHPPython
DjangoReact.JsCodeigniterLaravel PhpFlask
Skills highlighted with ‘‘ are preferred keyskills","About Company
we are an emerging startup company based in Hyderabad, India, and is in this Industry since Jan 2018. we have Delivered 200+ International Web development projects so far to date.
Company Info
AddressHouse. No 4-66/9, 2nd Floor, Sita Homes Phase 2 Meerpet, Balapur, Hyderabad, Telangana","We are looking for a Mid to senior web developer/programmer to help us with Client Projects.

Mandatory:
Javascript/react
Php with Laravel or Codeigniter else Python with Django or Flask
Rest APIs"
